Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7230","Emissions (N2O)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","830","Channel Islands","7273","Emissions (CO2)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","0.3783","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","536.396","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","0.3766","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","534.0025","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","0.3763","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","533.5503","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","0.3756","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","532.6377","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","0.3764","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","533.6733","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","0.3764","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","533.6733","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","0.3759","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","533.0023","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","0.3759","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","532.9995","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","0.3768","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","534.27","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","0.3762","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","533.3756","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","0.3762","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","533.4439","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","0.3767","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","534.1478","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","0.3753","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","532.1178","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","0.3753","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","532.1178","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","0.3741","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","530.4664","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","0.3741","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","530.4664","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","0.3755","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","532.3823","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","0.3779","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","535.7781","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","0.3856","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","546.808","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","0.386","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","547.3626","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","0.386","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","547.3626","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","0.3354","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","469.5587","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","0.3353","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","469.4386","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0.334","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","467.6242","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0.3339","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","467.5266","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0.3344","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","468.1604","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0.3345","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","468.353","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0.3347","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","468.5393","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0.3344","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","468.1742","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0.3351","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","469.0742","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0.3337","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","467.1666","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0.3334","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","466.7617","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0.3331","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","466.3262","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0.3327","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","465.8232","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0.3328","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","465.884","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0.3318","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","464.5476","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0.3318","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","464.5476","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0.337","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","471.74","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0.3375","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","472.5543","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0.3483","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","487.6776","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0.3488","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","488.2521","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7230","Emissions (N2O)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","0.3488","E","Estimated value",""
"GV","Emissions from Drained organic soils","152","Chile","7273","Emissions (CO2)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","488.2521","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","1.812","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","2569.3188","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","1.8239","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","2586.1909","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","1.8215","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","2582.8284","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","1.8241","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","2586.4672","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","1.8361","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","2603.4435","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","1.8393","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","2608.0185","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","1.8374","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","2605.383","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","1.841","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","2610.4225","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","1.8433","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","2613.6753","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","1.8504","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","2623.7553","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","1.8504","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","2623.7553","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","1.8552","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","2630.5488","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","1.8564","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","2632.2296","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","1.853","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","2627.4567","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","1.853","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","2627.4131","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","1.853","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","2627.4131","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","1.8565","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","2632.4162","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","1.8553","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","2630.7382","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","1.8846","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","2672.3352","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","1.8869","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","2675.4959","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","1.8869","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","2675.4959","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7230","Emissions (N2O)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","0.8721","E","Estimated value",""
"GV","Emissions from Drained organic soils","159","China","7273","Emissions (CO2)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","1223.7532","E","Estimated value",""
